LipidClass,Lipid_Name,tail_length1,tail_length2,saturation_num1,saturation_num2,EmpiricalFormula,mz,mz_13C,ratio_12Cto13C
AsSugPL,AsSugPL838,10,14,0,4,AsO14PC37H64,839.332788295,840.3362206822931,2.3440561047851256
AsSugPL,AsSugPL866,12,14,0,4,AsO14PC39H68,867.364088435,868.3675207812425,2.224913225650675
AsSugPL,AsSugPL894,14,14,0,4,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,16,14,0,4,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,18,14,0,4,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,20,14,0,4,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,22,14,0,4,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,24,14,0,4,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL836,10,14,1,4,AsO14PC37H62,837.317138225,838.3205686103778,2.3457058921181604
AsSugPL,AsSugPL864,12,14,1,4,AsO14PC39H66,865.348438365,866.3518688111205,2.2263995123098304
AsSugPL,AsSugPL892,14,14,1,4,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,16,14,1,4,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,18,14,1,4,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,20,14,1,4,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,22,14,1,4,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,24,14,1,4,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL834,10,14,2,4,AsO14PC37H60,835.301488155,836.3049165356425,2.3473580033846857
AsSugPL,AsSugPL862,12,14,2,4,AsO14PC39H64,863.332788295,864.3362168384581,2.2278877860349815
AsSugPL,AsSugPL890,14,14,2,4,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,16,14,2,4,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,18,14,2,4,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,20,14,2,4,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,22,14,2,4,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,24,14,2,4,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL832,10,14,3,4,AsO14PC37H58,833.285838085,834.2892644580813,2.349012443498492
AsSugPL,AsSugPL860,12,14,3,4,AsO14PC39H62,861.317138225,862.3205648632502,2.2293780508136565
AsSugPL,AsSugPL888,14,14,3,4,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,16,14,3,4,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,18,14,3,4,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,20,14,3,4,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,22,14,3,4,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,24,14,3,4,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL830,10,14,4,4,AsO14PC37H56,831.270188015,832.2736123776883,2.350669217387232
AsSugPL,AsSugPL858,12,14,4,4,AsO14PC39H60,859.301488155,860.3049128854917,2.2308703106440597
AsSugPL,AsSugPL886,14,14,4,4,AsO14PC41H64,887.332788295,888.3362133576239,2.1226900748051403
AsSugPL,AsSugPL914,16,14,4,4,AsO14PC43H68,915.364088435,916.3675137990341,2.024516431977868
AsSugPL,AsSugPL942,18,14,4,4,AsO14PC45H72,943.395388575,944.3988142137965,1.9350223529342323
AsSugPL,AsSugPL970,20,14,4,4,AsO14PC47H76,971.426688715,972.4301146052954,1.8531055211579228
AsSugPL,AsSugPL998,22,14,4,4,AsO14PC49H80,999.457988855,1000.4614149763654,1.777842699952816
AsSugPL,AsSugPL1026,24,14,4,4,AsO14PC51H84,1027.489288995,1028.4927153293984,1.7084547856638959
AsSugPL,AsSugPL828,10,14,5,4,AsO14PC37H54,829.254537945,830.2579602944573,2.3523283299924738
AsSugPL,AsSugPL856,12,14,5,4,AsO14PC39H58,857.285838085,858.2892609051777,2.2323645695351066
AsSugPL,AsSugPL884,14,14,5,4,AsO14PC41H62,885.317138225,886.3205614702163,2.124042883150348
AsSugPL,AsSugPL912,16,14,5,4,AsO14PC43H66,913.348438365,914.3518619959151,2.0257469639623364
AsSugPL,AsSugPL940,18,14,5,4,AsO14PC45H70,941.379738505,942.3831624874945,1.9361464675594107
AsSugPL,AsSugPL968,20,14,5,4,AsO14PC47H74,969.411038645,970.4144629492898,1.8541364489442467
AsSugPL,AsSugPL996,22,14,5,4,AsO14PC49H78,997.442338785,998.4457633849322,1.7787915657626663
AsSugPL,AsSugPL1024,24,14,5,4,AsO14PC51H82,1025.473638925,1026.4770637974852,1.7093310115218505
AsSugPL,AsSugPL826,10,14,6,4,AsO14PC37H52,827.238887875,828.2423082083825,2.3539897862697408
AsSugPL,AsSugPL854,12,14,6,4,AsO14PC39H56,855.270188015,856.2736089223027,2.2338608315064605
AsSugPL,AsSugPL882,14,14,6,4,AsO14PC41H60,883.301488155,884.3049095804906,2.1253974169075867
AsSugPL,AsSugPL910,16,14,6,4,AsO14PC43H64,911.332788295,912.3362101906881,2.0269789927288127
AsSugPL,AsSugPL938,18,14,6,4,AsO14PC45H68,939.364088435,940.3675107592669,1.937271889010011
AsSugPL,AsSugPL966,20,14,6,4,AsO14PC47H72,967.395388575,968.3988112915187,1.855168524429593
AsSugPL,AsSugPL994,22,14,6,4,AsO14PC49H76,995.426688715,996.4301117918742,1.7797414449660096
AsSugPL,AsSugPL1022,24,14,6,4,AsO14PC51H80,1023.457988855,1024.461412264072,1.7102081366318473
AsSugPL,AsSugPL866,10,16,0,4,AsO14PC39H68,867.364088435,868.3675207812425,2.224913225650675
AsSugPL,AsSugPL894,12,16,0,4,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,14,16,0,4,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,16,16,0,4,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,18,16,0,4,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,20,16,0,4,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,22,16,0,4,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,24,16,0,4,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL864,10,16,1,4,AsO14PC39H66,865.348438365,866.3518688111205,2.2263995123098304
AsSugPL,AsSugPL892,12,16,1,4,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,14,16,1,4,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,16,16,1,4,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,18,16,1,4,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,20,16,1,4,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,22,16,1,4,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,24,16,1,4,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL862,10,16,2,4,AsO14PC39H64,863.332788295,864.3362168384581,2.2278877860349815
AsSugPL,AsSugPL890,12,16,2,4,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,14,16,2,4,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,16,16,2,4,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,18,16,2,4,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,20,16,2,4,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,22,16,2,4,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL1058,24,16,2,4,AsO14PC53H92,1059.551889275,1060.5553186160155,1.6426588996058378
AsSugPL,AsSugPL860,10,16,3,4,AsO14PC39H62,861.317138225,862.3205648632502,2.2293780508136565
AsSugPL,AsSugPL888,12,16,3,4,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,14,16,3,4,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,16,16,3,4,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,18,16,3,4,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,20,16,3,4,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,22,16,3,4,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL1056,24,16,3,4,AsO14PC53H90,1057.536239205,1058.539667141914,1.6434689187624005
AsSugPL,AsSugPL858,10,16,4,4,AsO14PC39H60,859.301488155,860.3049128854917,2.2308703106440597
AsSugPL,AsSugPL886,12,16,4,4,AsO14PC41H64,887.332788295,888.3362133576239,2.1226900748051403
AsSugPL,AsSugPL914,14,16,4,4,AsO14PC43H68,915.364088435,916.3675137990341,2.024516431977868
AsSugPL,AsSugPL942,16,16,4,4,AsO14PC45H72,943.395388575,944.3988142137965,1.9350223529342323
AsSugPL,AsSugPL970,18,16,4,4,AsO14PC47H76,971.426688715,972.4301146052954,1.8531055211579228
AsSugPL,AsSugPL998,20,16,4,4,AsO14PC49H80,999.457988855,1000.4614149763654,1.777842699952816
AsSugPL,AsSugPL1026,22,16,4,4,AsO14PC51H84,1027.489288995,1028.4927153293984,1.7084547856638959
AsSugPL,AsSugPL1054,24,16,4,4,AsO14PC53H88,1055.520589135,1056.524015666427,1.6442797371777038
AsSugPL,AsSugPL856,10,16,5,4,AsO14PC39H58,857.285838085,858.2892609051777,2.2323645695351066
AsSugPL,AsSugPL884,12,16,5,4,AsO14PC41H62,885.317138225,886.3205614702163,2.124042883150348
AsSugPL,AsSugPL912,14,16,5,4,AsO14PC43H66,913.348438365,914.3518619959151,2.0257469639623364
AsSugPL,AsSugPL940,16,16,5,4,AsO14PC45H70,941.379738505,942.3831624874945,1.9361464675594107
AsSugPL,AsSugPL968,18,16,5,4,AsO14PC47H74,969.411038645,970.4144629492898,1.8541364489442467
AsSugPL,AsSugPL996,20,16,5,4,AsO14PC49H78,997.442338785,998.4457633849322,1.7787915657626663
AsSugPL,AsSugPL1024,22,16,5,4,AsO14PC51H82,1025.473638925,1026.4770637974852,1.7093310115218505
AsSugPL,AsSugPL1052,24,16,5,4,AsO14PC53H86,1053.504939065,1054.5083641895524,1.6450913560352929
AsSugPL,AsSugPL854,10,16,6,4,AsO14PC39H56,855.270188015,856.2736089223027,2.2338608315064605
AsSugPL,AsSugPL882,12,16,6,4,AsO14PC41H60,883.301488155,884.3049095804906,2.1253974169075867
AsSugPL,AsSugPL910,14,16,6,4,AsO14PC43H64,911.332788295,912.3362101906881,2.0269789927288127
AsSugPL,AsSugPL938,16,16,6,4,AsO14PC45H68,939.364088435,940.3675107592669,1.937271889010011
AsSugPL,AsSugPL966,18,16,6,4,AsO14PC47H72,967.395388575,968.3988112915187,1.855168524429593
AsSugPL,AsSugPL994,20,16,6,4,AsO14PC49H76,995.426688715,996.4301117918742,1.7797414449660096
AsSugPL,AsSugPL1022,22,16,6,4,AsO14PC51H80,1023.457988855,1024.461412264072,1.7102081366318473
AsSugPL,AsSugPL1050,24,16,6,4,AsO14PC53H84,1051.489288995,1052.4927127112883,1.645903776521052
AsSugPL,AsSugPL894,10,18,0,4,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,12,18,0,4,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,14,18,0,4,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,16,18,0,4,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,18,18,0,4,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,20,18,0,4,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,22,18,0,4,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL1090,24,18,0,4,AsO14PC55H100,1091.614489555,1092.617921679639,1.581742931240541
AsSugPL,AsSugPL892,10,18,1,4,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,12,18,1,4,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,14,18,1,4,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,16,18,1,4,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,18,18,1,4,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,20,18,1,4,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,22,18,1,4,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL1088,24,18,1,4,AsO14PC55H98,1089.598839485,1090.6022702589535,1.5824939734937709
AsSugPL,AsSugPL890,10,18,2,4,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,12,18,2,4,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,14,18,2,4,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,16,18,2,4,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,18,18,2,4,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,20,18,2,4,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL1058,22,18,2,4,AsO14PC53H92,1059.551889275,1060.5553186160155,1.6426588996058378
AsSugPL,AsSugPL1086,24,18,2,4,AsO14PC55H96,1087.583189415,1088.5866188369844,1.583245729304698
AsSugPL,AsSugPL888,10,18,3,4,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,12,18,3,4,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,14,18,3,4,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,16,18,3,4,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,18,18,3,4,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,20,18,3,4,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL1056,22,18,3,4,AsO14PC53H90,1057.536239205,1058.539667141914,1.6434689187624005
AsSugPL,AsSugPL1084,24,18,3,4,AsO14PC55H94,1085.5675393449999,1086.5709674137304,1.5839981996907218
AsSugPL,AsSugPL886,10,18,4,4,AsO14PC41H64,887.332788295,888.3362133576239,2.1226900748051403
AsSugPL,AsSugPL914,12,18,4,4,AsO14PC43H68,915.364088435,916.3675137990341,2.024516431977868
AsSugPL,AsSugPL942,14,18,4,4,AsO14PC45H72,943.395388575,944.3988142137965,1.9350223529342323
AsSugPL,AsSugPL970,16,18,4,4,AsO14PC47H76,971.426688715,972.4301146052954,1.8531055211579228
AsSugPL,AsSugPL998,18,18,4,4,AsO14PC49H80,999.457988855,1000.4614149763654,1.777842699952816
AsSugPL,AsSugPL1026,20,18,4,4,AsO14PC51H84,1027.489288995,1028.4927153293984,1.7084547856638959
AsSugPL,AsSugPL1054,22,18,4,4,AsO14PC53H88,1055.520589135,1056.524015666427,1.6442797371777038
AsSugPL,AsSugPL1082,24,18,4,4,AsO14PC55H92,1083.551889275,1084.5553159891892,1.5847513856711772
AsSugPL,AsSugPL884,10,18,5,4,AsO14PC41H62,885.317138225,886.3205614702163,2.124042883150348
AsSugPL,AsSugPL912,12,18,5,4,AsO14PC43H66,913.348438365,914.3518619959151,2.0257469639623364
AsSugPL,AsSugPL940,14,18,5,4,AsO14PC45H70,941.379738505,942.3831624874945,1.9361464675594107
AsSugPL,AsSugPL968,16,18,5,4,AsO14PC47H74,969.411038645,970.4144629492898,1.8541364489442467
AsSugPL,AsSugPL996,18,18,5,4,AsO14PC49H78,997.442338785,998.4457633849322,1.7787915657626663
AsSugPL,AsSugPL1024,20,18,5,4,AsO14PC51H82,1025.473638925,1026.4770637974852,1.7093310115218505
AsSugPL,AsSugPL1052,22,18,5,4,AsO14PC53H86,1053.504939065,1054.5083641895524,1.6450913560352929
AsSugPL,AsSugPL1080,24,18,5,4,AsO14PC55H90,1081.536239205,1082.5396645633596,1.5855052882673377
AsSugPL,AsSugPL882,10,18,6,4,AsO14PC41H60,883.301488155,884.3049095804906,2.1253974169075867
AsSugPL,AsSugPL910,12,18,6,4,AsO14PC43H64,911.332788295,912.3362101906881,2.0269789927288127
AsSugPL,AsSugPL938,14,18,6,4,AsO14PC45H68,939.364088435,940.3675107592669,1.937271889010011
AsSugPL,AsSugPL966,16,18,6,4,AsO14PC47H72,967.395388575,968.3988112915187,1.855168524429593
AsSugPL,AsSugPL994,18,18,6,4,AsO14PC49H76,995.426688715,996.4301117918742,1.7797414449660096
AsSugPL,AsSugPL1022,20,18,6,4,AsO14PC51H80,1023.457988855,1024.461412264072,1.7102081366318473
AsSugPL,AsSugPL1050,22,18,6,4,AsO14PC53H84,1051.489288995,1052.4927127112883,1.645903776521052
AsSugPL,AsSugPL1078,24,18,6,4,AsO14PC55H88,1079.520589135,1080.524013136239,1.5862599085024218
AsSugPL,AsSugPL922,10,20,0,4,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,12,20,0,4,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,14,20,0,4,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,16,20,0,4,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,18,20,0,4,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,20,20,0,4,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL1090,22,20,0,4,AsO14PC55H100,1091.614489555,1092.617921679639,1.581742931240541
AsSugPL,AsSugPL1118,24,20,0,4,AsO14PC57H104,1119.645789695,1120.649221800633,1.5265805950514042
AsSugPL,AsSugPL920,10,20,1,4,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,12,20,1,4,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,14,20,1,4,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,16,20,1,4,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,18,20,1,4,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,20,20,1,4,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL1088,22,20,1,4,AsO14PC55H98,1089.598839485,1090.6022702589535,1.5824939734937709
AsSugPL,AsSugPL1116,24,20,1,4,AsO14PC57H102,1117.630139625,1118.6335704270646,1.5272801548596602
AsSugPL,AsSugPL918,10,20,2,4,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,12,20,2,4,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,14,20,2,4,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,16,20,2,4,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,18,20,2,4,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL1058,20,20,2,4,AsO14PC53H92,1059.551889275,1060.5553186160155,1.6426588996058378
AsSugPL,AsSugPL1086,22,20,2,4,AsO14PC55H96,1087.583189415,1088.5866188369844,1.583245729304698
AsSugPL,AsSugPL1114,24,20,2,4,AsO14PC57H100,1115.614489555,1116.6179190523007,1.5279803561123195
AsSugPL,AsSugPL916,10,20,3,4,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,12,20,3,4,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,14,20,3,4,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,16,20,3,4,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,18,20,3,4,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL1056,20,20,3,4,AsO14PC53H90,1057.536239205,1058.539667141914,1.6434689187624005
AsSugPL,AsSugPL1084,22,20,3,4,AsO14PC55H94,1085.5675393449999,1086.5709674137304,1.5839981996907218
AsSugPL,AsSugPL1112,24,20,3,4,AsO14PC57H98,1113.598839485,1114.60226767634,1.5286811996920233
AsSugPL,AsSugPL914,10,20,4,4,AsO14PC43H68,915.364088435,916.3675137990341,2.024516431977868
AsSugPL,AsSugPL942,12,20,4,4,AsO14PC45H72,943.395388575,944.3988142137965,1.9350223529342323
AsSugPL,AsSugPL970,14,20,4,4,AsO14PC47H76,971.426688715,972.4301146052954,1.8531055211579228
AsSugPL,AsSugPL998,16,20,4,4,AsO14PC49H80,999.457988855,1000.4614149763654,1.777842699952816
AsSugPL,AsSugPL1026,18,20,4,4,AsO14PC51H84,1027.489288995,1028.4927153293984,1.7084547856638959
AsSugPL,AsSugPL1054,20,20,4,4,AsO14PC53H88,1055.520589135,1056.524015666427,1.6442797371777038
AsSugPL,AsSugPL1082,22,20,4,4,AsO14PC55H92,1083.551889275,1084.5553159891892,1.5847513856711772
AsSugPL,AsSugPL1110,24,20,4,4,AsO14PC57H96,1111.583189415,1112.5866162991808,1.52938268648303
AsSugPL,AsSugPL912,10,20,5,4,AsO14PC43H66,913.348438365,914.3518619959151,2.0257469639623364
AsSugPL,AsSugPL940,12,20,5,4,AsO14PC45H70,941.379738505,942.3831624874945,1.9361464675594107
AsSugPL,AsSugPL968,14,20,5,4,AsO14PC47H74,969.411038645,970.4144629492898,1.8541364489442467
AsSugPL,AsSugPL996,16,20,5,4,AsO14PC49H78,997.442338785,998.4457633849322,1.7787915657626663
AsSugPL,AsSugPL1024,18,20,5,4,AsO14PC51H82,1025.473638925,1026.4770637974852,1.7093310115218505
AsSugPL,AsSugPL1052,20,20,5,4,AsO14PC53H86,1053.504939065,1054.5083641895524,1.6450913560352929
AsSugPL,AsSugPL1080,22,20,5,4,AsO14PC55H90,1081.536239205,1082.5396645633596,1.5855052882673377
AsSugPL,AsSugPL1108,24,20,5,4,AsO14PC57H94,1109.5675393449999,1110.5709649208213,1.5300848173712245
AsSugPL,AsSugPL910,10,20,6,4,AsO14PC43H64,911.332788295,912.3362101906881,2.0269789927288127
AsSugPL,AsSugPL938,12,20,6,4,AsO14PC45H68,939.364088435,940.3675107592669,1.937271889010011
AsSugPL,AsSugPL966,14,20,6,4,AsO14PC47H72,967.395388575,968.3988112915187,1.855168524429593
AsSugPL,AsSugPL994,16,20,6,4,AsO14PC49H76,995.426688715,996.4301117918742,1.7797414449660096
AsSugPL,AsSugPL1022,18,20,6,4,AsO14PC51H80,1023.457988855,1024.461412264072,1.7102081366318473
AsSugPL,AsSugPL1050,20,20,6,4,AsO14PC53H84,1051.489288995,1052.4927127112883,1.645903776521052
AsSugPL,AsSugPL1078,22,20,6,4,AsO14PC55H88,1079.520589135,1080.524013136239,1.5862599085024218
AsSugPL,AsSugPL1106,24,20,6,4,AsO14PC57H92,1107.551889275,1108.55531354126,1.5307875932441182
AsSugPL,AsSugPL950,10,22,0,4,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,12,22,0,4,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,14,22,0,4,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,16,22,0,4,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,18,22,0,4,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL1090,20,22,0,4,AsO14PC55H100,1091.614489555,1092.617921679639,1.581742931240541
AsSugPL,AsSugPL1118,22,22,0,4,AsO14PC57H104,1119.645789695,1120.649221800633,1.5265805950514042
AsSugPL,AsSugPL1146,24,22,0,4,AsO14PC59H108,1147.677089835,1148.680521922908,1.4751361078965253
AsSugPL,AsSugPL948,10,22,1,4,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,12,22,1,4,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,14,22,1,4,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,16,22,1,4,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,18,22,1,4,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL1088,20,22,1,4,AsO14PC55H98,1089.598839485,1090.6022702589535,1.5824939734937709
AsSugPL,AsSugPL1116,22,22,1,4,AsO14PC57H102,1117.630139625,1118.6335704270646,1.5272801548596602
AsSugPL,AsSugPL1144,24,22,1,4,AsO14PC59H106,1145.661439765,1146.6648705932803,1.4757893029022842
AsSugPL,AsSugPL946,10,22,2,4,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,12,22,2,4,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,14,22,2,4,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,16,22,2,4,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
