LipidClass,Lipid_Name,tail_length1,tail_length2,saturation_num1,saturation_num2,EmpiricalFormula,mz,mz_13C,ratio_12Cto13C
AsSugPL,AsSugPL838,12,12,3,1,AsO14PC37H64,839.332788295,840.3362206822931,2.3440561047851256
AsSugPL,AsSugPL866,14,12,3,1,AsO14PC39H68,867.364088435,868.3675207812425,2.224913225650675
AsSugPL,AsSugPL894,16,12,3,1,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,18,12,3,1,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,20,12,3,1,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,22,12,3,1,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,24,12,3,1,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL808,10,12,4,1,AsO14PC35H58,809.285838085,810.2892684027564,2.4785228396782575
AsSugPL,AsSugPL836,12,12,4,1,AsO14PC37H62,837.317138225,838.3205686103778,2.3457058921181604
AsSugPL,AsSugPL864,14,12,4,1,AsO14PC39H66,865.348438365,866.3518688111205,2.2263995123098304
AsSugPL,AsSugPL892,16,12,4,1,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,18,12,4,1,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,20,12,4,1,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,22,12,4,1,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,24,12,4,1,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL806,10,12,5,1,AsO14PC35H56,807.270188015,808.2736162143756,2.4803674105472377
AsSugPL,AsSugPL834,12,12,5,1,AsO14PC37H60,835.301488155,836.3049165356425,2.3473580033846857
AsSugPL,AsSugPL862,14,12,5,1,AsO14PC39H64,863.332788295,864.3362168384581,2.2278877860349815
AsSugPL,AsSugPL890,16,12,5,1,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,18,12,5,1,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,20,12,5,1,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,22,12,5,1,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,24,12,5,1,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL804,10,12,6,1,AsO14PC35H54,805.254537945,806.2579640228394,2.4822147290009444
AsSugPL,AsSugPL832,12,12,6,1,AsO14PC37H58,833.285838085,834.2892644580813,2.349012443498492
AsSugPL,AsSugPL860,14,12,6,1,AsO14PC39H62,861.317138225,862.3205648632502,2.2293780508136565
AsSugPL,AsSugPL888,16,12,6,1,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,18,12,6,1,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,20,12,6,1,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,22,12,6,1,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,24,12,6,1,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL844,10,14,0,1,AsO14PC37H70,845.379738505,846.3831768811788,2.339120637455974
AsSugPL,AsSugPL872,12,14,0,1,AsO14PC39H74,873.411038645,874.4144766764176,2.2204662483533157
AsSugPL,AsSugPL900,14,14,0,1,AsO14PC41H78,901.442338785,902.4457765049448,2.1132684522269765
AsSugPL,AsSugPL928,16,14,0,1,AsO14PC43H82,929.473638925,930.4770763621608,2.0159443898308966
AsSugPL,AsSugPL956,18,14,0,1,AsO14PC45H86,957.504939065,958.5083762442767,1.927189951242569
AsSugPL,AsSugPL984,20,14,0,1,AsO14PC47H90,985.536239205,986.5396761481425,1.8459210020390053
AsSugPL,AsSugPL1012,22,14,0,1,AsO14PC49H94,1013.567539345,1014.5709760711178,1.7712288785829684
AsSugPL,AsSugPL1040,24,14,0,1,AsO14PC51H98,1041.598839485,1042.6022760109731,1.7023462679666757
AsSugPL,AsSugPL842,10,14,1,1,AsO14PC37H68,843.364088435,844.3675248176877,2.340763482333385
AsSugPL,AsSugPL870,12,14,1,1,AsO14PC39H72,871.395388575,872.3988247138861,2.221946597633414
AsSugPL,AsSugPL898,14,14,1,1,AsO14PC41H76,899.426688715,900.4301246336396,2.114609274470871
AsSugPL,AsSugPL926,16,14,1,1,AsO14PC43H80,927.457988855,928.4614245736917,2.0171645202998865
AsSugPL,AsSugPL954,18,14,1,1,AsO14PC45H84,955.489288995,956.49272453136,1.9283049814920852
AsSugPL,AsSugPL982,20,14,1,1,AsO14PC47H88,983.520589135,984.5240245044145,1.8469439492687536
AsSugPL,AsSugPL1010,22,14,1,1,AsO14PC49H92,1011.551889275,1012.5553244909864,1.7721706958298253
AsSugPL,AsSugPL1038,24,14,1,1,AsO14PC51H96,1039.583189415,1040.586624489498,1.7032162376038085
AsSugPL,AsSugPL840,10,14,2,1,AsO14PC37H66,841.348438365,842.3518727513945,2.3424086364856045
AsSugPL,AsSugPL868,12,14,2,1,AsO14PC39H70,869.379738505,870.3831727488295,2.2234289220806294
AsSugPL,AsSugPL896,14,14,2,1,AsO14PC41H74,897.411038645,898.4144727600471,2.1159517992392884
AsSugPL,AsSugPL924,16,14,2,1,AsO14PC43H78,925.442338785,926.4457727831411,2.0183861286072005
AsSugPL,AsSugPL952,18,14,2,1,AsO14PC45H82,953.473638925,954.4770728165408,1.929421302753123
AsSugPL,AsSugPL980,20,14,2,1,AsO14PC47H86,981.504939065,982.5083728589412,1.8479680308929265
AsSugPL,AsSugPL1008,22,14,2,1,AsO14PC49H90,1009.536239205,1010.5396729092483,1.7731135151963333
AsSugPL,AsSugPL1036,24,14,2,1,AsO14PC51H94,1037.5675393449999,1038.5709729665389,1.7040870968768074
AsSugPL,AsSugPL838,10,14,3,1,AsO14PC37H64,839.332788295,840.3362206822931,2.3440561047851256
AsSugPL,AsSugPL866,12,14,3,1,AsO14PC39H68,867.364088435,868.3675207812425,2.224913225650675
AsSugPL,AsSugPL894,14,14,3,1,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,16,14,3,1,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,18,14,3,1,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,20,14,3,1,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,22,14,3,1,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,24,14,3,1,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL836,10,14,4,1,AsO14PC37H62,837.317138225,838.3205686103778,2.3457058921181604
AsSugPL,AsSugPL864,12,14,4,1,AsO14PC39H66,865.348438365,866.3518688111205,2.2263995123098304
AsSugPL,AsSugPL892,14,14,4,1,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,16,14,4,1,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,18,14,4,1,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,20,14,4,1,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,22,14,4,1,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,24,14,4,1,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL834,10,14,5,1,AsO14PC37H60,835.301488155,836.3049165356425,2.3473580033846857
AsSugPL,AsSugPL862,12,14,5,1,AsO14PC39H64,863.332788295,864.3362168384581,2.2278877860349815
AsSugPL,AsSugPL890,14,14,5,1,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,16,14,5,1,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,18,14,5,1,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,20,14,5,1,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,22,14,5,1,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,24,14,5,1,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL832,10,14,6,1,AsO14PC37H58,833.285838085,834.2892644580813,2.349012443498492
AsSugPL,AsSugPL860,12,14,6,1,AsO14PC39H62,861.317138225,862.3205648632502,2.2293780508136565
AsSugPL,AsSugPL888,14,14,6,1,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,16,14,6,1,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,18,14,6,1,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,20,14,6,1,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,22,14,6,1,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,24,14,6,1,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL872,10,16,0,1,AsO14PC39H74,873.411038645,874.4144766764176,2.2204662483533157
AsSugPL,AsSugPL900,12,16,0,1,AsO14PC41H78,901.442338785,902.4457765049448,2.1132684522269765
AsSugPL,AsSugPL928,14,16,0,1,AsO14PC43H82,929.473638925,930.4770763621608,2.0159443898308966
AsSugPL,AsSugPL956,16,16,0,1,AsO14PC45H86,957.504939065,958.5083762442767,1.927189951242569
AsSugPL,AsSugPL984,18,16,0,1,AsO14PC47H90,985.536239205,986.5396761481425,1.8459210020390053
AsSugPL,AsSugPL1012,20,16,0,1,AsO14PC49H94,1013.567539345,1014.5709760711178,1.7712288785829684
AsSugPL,AsSugPL1040,22,16,0,1,AsO14PC51H98,1041.598839485,1042.6022760109731,1.7023462679666757
AsSugPL,AsSugPL1068,24,16,0,1,AsO14PC53H102,1069.630139625,1070.6335759658127,1.6386207514429587
AsSugPL,AsSugPL870,10,16,1,1,AsO14PC39H72,871.395388575,872.3988247138861,2.221946597633414
AsSugPL,AsSugPL898,12,16,1,1,AsO14PC41H76,899.426688715,900.4301246336396,2.114609274470871
AsSugPL,AsSugPL926,14,16,1,1,AsO14PC43H80,927.457988855,928.4614245736917,2.0171645202998865
AsSugPL,AsSugPL954,16,16,1,1,AsO14PC45H84,955.489288995,956.49272453136,1.9283049814920852
AsSugPL,AsSugPL982,18,16,1,1,AsO14PC47H88,983.520589135,984.5240245044145,1.8469439492687536
AsSugPL,AsSugPL1010,20,16,1,1,AsO14PC49H92,1011.551889275,1012.5553244909864,1.7721706958298253
AsSugPL,AsSugPL1038,22,16,1,1,AsO14PC51H96,1039.583189415,1040.586624489498,1.7032162376038085
AsSugPL,AsSugPL1066,24,16,1,1,AsO14PC53H100,1067.614489555,1068.6179244986079,1.6394267919775811
AsSugPL,AsSugPL868,10,16,2,1,AsO14PC39H70,869.379738505,870.3831727488295,2.2234289220806294
AsSugPL,AsSugPL896,12,16,2,1,AsO14PC41H74,897.411038645,898.4144727600471,2.1159517992392884
AsSugPL,AsSugPL924,14,16,2,1,AsO14PC43H78,925.442338785,926.4457727831411,2.0183861286072005
AsSugPL,AsSugPL952,16,16,2,1,AsO14PC45H82,953.473638925,954.4770728165408,1.929421302753123
AsSugPL,AsSugPL980,18,16,2,1,AsO14PC47H86,981.504939065,982.5083728589412,1.8479680308929265
AsSugPL,AsSugPL1008,20,16,2,1,AsO14PC49H90,1009.536239205,1010.5396729092483,1.7731135151963333
AsSugPL,AsSugPL1036,22,16,2,1,AsO14PC51H94,1037.5675393449999,1038.5709729665389,1.7040870968768074
AsSugPL,AsSugPL1064,24,16,2,1,AsO14PC53H98,1065.598839485,1066.6022730300278,1.6402336258880823
AsSugPL,AsSugPL866,10,16,3,1,AsO14PC39H68,867.364088435,868.3675207812425,2.224913225650675
AsSugPL,AsSugPL894,12,16,3,1,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,14,16,3,1,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,16,16,3,1,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,18,16,3,1,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,20,16,3,1,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,22,16,3,1,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,24,16,3,1,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL864,10,16,4,1,AsO14PC39H66,865.348438365,866.3518688111205,2.2263995123098304
AsSugPL,AsSugPL892,12,16,4,1,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,14,16,4,1,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,16,16,4,1,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,18,16,4,1,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,20,16,4,1,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,22,16,4,1,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,24,16,4,1,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL862,10,16,5,1,AsO14PC39H64,863.332788295,864.3362168384581,2.2278877860349815
AsSugPL,AsSugPL890,12,16,5,1,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,14,16,5,1,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,16,16,5,1,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,18,16,5,1,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,20,16,5,1,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,22,16,5,1,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL1058,24,16,5,1,AsO14PC53H92,1059.551889275,1060.5553186160155,1.6426588996058378
AsSugPL,AsSugPL860,10,16,6,1,AsO14PC39H62,861.317138225,862.3205648632502,2.2293780508136565
AsSugPL,AsSugPL888,12,16,6,1,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,14,16,6,1,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,16,16,6,1,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,18,16,6,1,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,20,16,6,1,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,22,16,6,1,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL1056,24,16,6,1,AsO14PC53H90,1057.536239205,1058.539667141914,1.6434689187624005
AsSugPL,AsSugPL900,10,18,0,1,AsO14PC41H78,901.442338785,902.4457765049448,2.1132684522269765
AsSugPL,AsSugPL928,12,18,0,1,AsO14PC43H82,929.473638925,930.4770763621608,2.0159443898308966
AsSugPL,AsSugPL956,14,18,0,1,AsO14PC45H86,957.504939065,958.5083762442767,1.927189951242569
AsSugPL,AsSugPL984,16,18,0,1,AsO14PC47H90,985.536239205,986.5396761481425,1.8459210020390053
AsSugPL,AsSugPL1012,18,18,0,1,AsO14PC49H94,1013.567539345,1014.5709760711178,1.7712288785829684
AsSugPL,AsSugPL1040,20,18,0,1,AsO14PC51H98,1041.598839485,1042.6022760109731,1.7023462679666757
AsSugPL,AsSugPL1068,22,18,0,1,AsO14PC53H102,1069.630139625,1070.6335759658127,1.6386207514429587
AsSugPL,AsSugPL1096,24,18,0,1,AsO14PC55H106,1097.661439765,1098.6648759340148,1.5794940756819764
AsSugPL,AsSugPL898,10,18,1,1,AsO14PC41H76,899.426688715,900.4301246336396,2.114609274470871
AsSugPL,AsSugPL926,12,18,1,1,AsO14PC43H80,927.457988855,928.4614245736917,2.0171645202998865
AsSugPL,AsSugPL954,14,18,1,1,AsO14PC45H84,955.489288995,956.49272453136,1.9283049814920852
AsSugPL,AsSugPL982,16,18,1,1,AsO14PC47H88,983.520589135,984.5240245044145,1.8469439492687536
AsSugPL,AsSugPL1010,18,18,1,1,AsO14PC49H92,1011.551889275,1012.5553244909864,1.7721706958298253
AsSugPL,AsSugPL1038,20,18,1,1,AsO14PC51H96,1039.583189415,1040.586624489498,1.7032162376038085
AsSugPL,AsSugPL1066,22,18,1,1,AsO14PC53H100,1067.614489555,1068.6179244986079,1.6394267919775811
AsSugPL,AsSugPL1094,24,18,1,1,AsO14PC55H104,1095.645789695,1096.649224517168,1.5802429833472267
AsSugPL,AsSugPL896,10,18,2,1,AsO14PC41H74,897.411038645,898.4144727600471,2.1159517992392884
AsSugPL,AsSugPL924,12,18,2,1,AsO14PC43H78,925.442338785,926.4457727831411,2.0183861286072005
AsSugPL,AsSugPL952,14,18,2,1,AsO14PC45H82,953.473638925,954.4770728165408,1.929421302753123
AsSugPL,AsSugPL980,16,18,2,1,AsO14PC47H86,981.504939065,982.5083728589412,1.8479680308929265
AsSugPL,AsSugPL1008,18,18,2,1,AsO14PC49H90,1009.536239205,1010.5396729092483,1.7731135151963333
AsSugPL,AsSugPL1036,20,18,2,1,AsO14PC51H94,1037.5675393449999,1038.5709729665389,1.7040870968768074
AsSugPL,AsSugPL1064,22,18,2,1,AsO14PC53H98,1065.598839485,1066.6022730300278,1.6402336258880823
AsSugPL,AsSugPL1092,24,18,2,1,AsO14PC55H102,1093.630139625,1094.6335730990434,1.580992601529541
AsSugPL,AsSugPL894,10,18,3,1,AsO14PC41H72,895.395388575,896.3988208841632,2.1172960297769867
AsSugPL,AsSugPL922,12,18,3,1,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,14,18,3,1,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,16,18,3,1,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,18,18,3,1,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,20,18,3,1,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,22,18,3,1,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL1090,24,18,3,1,AsO14PC55H100,1091.614489555,1092.617921679639,1.581742931240541
AsSugPL,AsSugPL892,10,18,4,1,AsO14PC41H70,893.379738505,894.3831690059833,2.11864196933698
AsSugPL,AsSugPL920,12,18,4,1,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,14,18,4,1,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,16,18,4,1,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,18,18,4,1,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,20,18,4,1,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,22,18,4,1,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL1088,24,18,4,1,AsO14PC55H98,1089.598839485,1090.6022702589535,1.5824939734937709
AsSugPL,AsSugPL890,10,18,5,1,AsO14PC41H68,891.364088435,892.367517125503,2.119989621180554
AsSugPL,AsSugPL918,12,18,5,1,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,14,18,5,1,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,16,18,5,1,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,18,18,5,1,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,20,18,5,1,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
AsSugPL,AsSugPL1058,22,18,5,1,AsO14PC53H92,1059.551889275,1060.5553186160155,1.6426588996058378
AsSugPL,AsSugPL1086,24,18,5,1,AsO14PC55H96,1087.583189415,1088.5866188369844,1.583245729304698
AsSugPL,AsSugPL888,10,18,6,1,AsO14PC41H66,889.348438365,890.3518652427181,2.1213389885773006
AsSugPL,AsSugPL916,12,18,6,1,AsO14PC43H70,917.379738505,918.3831656000488,2.0232873940494187
AsSugPL,AsSugPL944,14,18,6,1,AsO14PC45H74,945.411038645,946.4144659381764,1.9338995428595922
AsSugPL,AsSugPL972,16,18,6,1,AsO14PC47H78,973.442338785,974.4457662595382,1.8520757391572724
AsSugPL,AsSugPL1000,18,18,6,1,AsO14PC49H82,1001.473638925,1002.4770665661762,1.776894845915592
AsSugPL,AsSugPL1028,20,18,6,1,AsO14PC51H86,1029.504939065,1030.5083668598133,1.7075794576757874
AsSugPL,AsSugPL1056,22,18,6,1,AsO14PC53H90,1057.536239205,1058.539667141914,1.6434689187624005
AsSugPL,AsSugPL1084,24,18,6,1,AsO14PC55H94,1085.5675393449999,1086.5709674137304,1.5839981996907218
AsSugPL,AsSugPL928,10,20,0,1,AsO14PC43H82,929.473638925,930.4770763621608,2.0159443898308966
AsSugPL,AsSugPL956,12,20,0,1,AsO14PC45H86,957.504939065,958.5083762442767,1.927189951242569
AsSugPL,AsSugPL984,14,20,0,1,AsO14PC47H90,985.536239205,986.5396761481425,1.8459210020390053
AsSugPL,AsSugPL1012,16,20,0,1,AsO14PC49H94,1013.567539345,1014.5709760711178,1.7712288785829684
AsSugPL,AsSugPL1040,18,20,0,1,AsO14PC51H98,1041.598839485,1042.6022760109731,1.7023462679666757
AsSugPL,AsSugPL1068,20,20,0,1,AsO14PC53H102,1069.630139625,1070.6335759658127,1.6386207514429587
AsSugPL,AsSugPL1096,22,20,0,1,AsO14PC55H106,1097.661439765,1098.6648759340148,1.5794940756819764
AsSugPL,AsSugPL1124,24,20,0,1,AsO14PC57H110,1125.692739905,1126.6961759141832,1.5244857554908817
AsSugPL,AsSugPL926,10,20,1,1,AsO14PC43H80,927.457988855,928.4614245736917,2.0171645202998865
AsSugPL,AsSugPL954,12,20,1,1,AsO14PC45H84,955.489288995,956.49272453136,1.9283049814920852
AsSugPL,AsSugPL982,14,20,1,1,AsO14PC47H88,983.520589135,984.5240245044145,1.8469439492687536
AsSugPL,AsSugPL1010,16,20,1,1,AsO14PC49H92,1011.551889275,1012.5553244909864,1.7721706958298253
AsSugPL,AsSugPL1038,18,20,1,1,AsO14PC51H96,1039.583189415,1040.586624489498,1.7032162376038085
AsSugPL,AsSugPL1066,20,20,1,1,AsO14PC53H100,1067.614489555,1068.6179244986079,1.6394267919775811
AsSugPL,AsSugPL1094,22,20,1,1,AsO14PC55H104,1095.645789695,1096.649224517168,1.5802429833472267
AsSugPL,AsSugPL1122,24,20,1,1,AsO14PC57H108,1123.677089835,1124.6805245441908,1.5251833962456212
AsSugPL,AsSugPL924,10,20,2,1,AsO14PC43H78,925.442338785,926.4457727831411,2.0183861286072005
AsSugPL,AsSugPL952,12,20,2,1,AsO14PC45H82,953.473638925,954.4770728165408,1.929421302753123
AsSugPL,AsSugPL980,14,20,2,1,AsO14PC47H86,981.504939065,982.5083728589412,1.8479680308929265
AsSugPL,AsSugPL1008,16,20,2,1,AsO14PC49H90,1009.536239205,1010.5396729092483,1.7731135151963333
AsSugPL,AsSugPL1036,18,20,2,1,AsO14PC51H94,1037.5675393449999,1038.5709729665389,1.7040870968768074
AsSugPL,AsSugPL1064,20,20,2,1,AsO14PC53H98,1065.598839485,1066.6022730300278,1.6402336258880823
AsSugPL,AsSugPL1092,22,20,2,1,AsO14PC55H102,1093.630139625,1094.6335730990434,1.580992601529541
AsSugPL,AsSugPL1120,24,20,2,1,AsO14PC57H106,1121.661439765,1122.664873173008,1.5258816758065277
AsSugPL,AsSugPL922,10,20,3,1,AsO14PC43H76,923.426688715,924.4301209905054,2.019609217439431
AsSugPL,AsSugPL950,12,20,3,1,AsO14PC45H80,951.457988855,952.4614210998163,1.9305389172691325
AsSugPL,AsSugPL978,14,20,3,1,AsO14PC47H84,979.489288995,980.4927212117199,1.8489932487995482
AsSugPL,AsSugPL1006,16,20,3,1,AsO14PC49H88,1007.520589135,1008.5240213259008,1.774057338282769
AsSugPL,AsSugPL1034,18,20,3,1,AsO14PC51H92,1035.551889275,1036.555321442093,1.704958847150989
AsSugPL,AsSugPL1062,20,20,3,1,AsO14PC53H96,1063.583189415,1064.5866215600704,1.6410412543464055
AsSugPL,AsSugPL1090,22,20,3,1,AsO14PC55H100,1091.614489555,1092.617921679639,1.581742931240541
AsSugPL,AsSugPL1118,24,20,3,1,AsO14PC57H104,1119.645789695,1120.649221800633,1.5265805950514042
AsSugPL,AsSugPL920,10,20,4,1,AsO14PC43H74,921.411038645,922.4144691957806,2.020833789489688
AsSugPL,AsSugPL948,12,20,4,1,AsO14PC45H78,949.442338785,950.4457693811829,1.9316578272887635
AsSugPL,AsSugPL976,14,20,4,1,AsO14PC47H82,977.473638925,978.4770695627476,1.850019604880832
AsSugPL,AsSugPL1004,16,20,4,1,AsO14PC49H86,1005.504939065,1006.5083697409414,1.7750021666928173
AsSugPL,AsSugPL1032,18,20,4,1,AsO14PC51H90,1033.536239205,1034.5396699161583,1.7058314897944673
AsSugPL,AsSugPL1060,20,20,4,1,AsO14PC53H94,1061.5675393449999,1062.5709700887335,1.6418496785268024
AsSugPL,AsSugPL1088,22,20,4,1,AsO14PC55H98,1089.598839485,1090.6022702589535,1.5824939734937709
AsSugPL,AsSugPL1116,24,20,4,1,AsO14PC57H102,1117.630139625,1118.6335704270646,1.5272801548596602
AsSugPL,AsSugPL918,10,20,5,1,AsO14PC43H72,919.395388575,920.3988173989629,2.0220598474576175
AsSugPL,AsSugPL946,12,20,5,1,AsO14PC45H76,947.426688715,948.4301176606374,1.9327780350658845
AsSugPL,AsSugPL974,14,20,5,1,AsO14PC47H80,975.457988855,976.4614179120213,1.8510471010331957
AsSugPL,AsSugPL1002,16,20,5,1,AsO14PC49H84,1003.489288995,1004.4927181543674,1.7759480020335814
AsSugPL,AsSugPL1030,18,20,5,1,AsO14PC51H88,1031.520589135,1032.5240183887324,1.7067050261781582
